,# codigo,descripcion,tipo_arbol,folder_id
42,# POSTRES PARA PREPARAR,,Profeco_010101_arbol,data20220622
43,0994,FLAN,Profeco_010101_arbol,data20220622
44,0995,GELATINA EN POLVO,Profeco_010101_arbol,data20220622
45,# BEBIDAS,,Profeco_010101_arbol,data20220622
46,# BEBIDAS ALCOHOLICAS,,Profeco_010101_arbol,data20220622
47,1000,BRANDY,Profeco_010101_arbol,data20220622
48,1001,CERVEZA,Profeco_010101_arbol,data20220622
49,1005,TEQUILA,Profeco_010101_arbol,data20220622
50,# BEBIDAS NO ALCOHOLICAS,,Profeco_010101_arbol,data20220622
51,0964,AGUA CON GAS,Profeco_010101_arbol,data20220622
52,0965,AGUA SIN GAS,Profeco_010101_arbol,data20220622
53,0968,BEBIDAS HIDRATANTES,Profeco_010101_arbol,data20220622
54,0967,JUGO DE FRUTA,Profeco_010101_arbol,data20220622
55,0966,REFRESCO,Profeco_010101_arbol,data20220622
56,"# CARNE, POLLO Y PESCADO",,Profeco_010101_arbol,data20220622
57,# CARNE DE CERDO,,Profeco_010101_arbol,data20220622
58,0044,CABEZA DE CERDO,Profeco_010101_arbol,data20220622
59,0049,CARNE MOLIDA DE CERDO,Profeco_010101_arbol,data20220622
60,0041,CHULETA DE CERDO,Profeco_010101_arbol,data20220622
61,0045,ESPINAZO DE CERDO,Profeco_010101_arbol,data20220622
62,0043,LOMO DE CERDO,Profeco_010101_arbol,data20220622
63,0046,MANITAS DE CERDO,Profeco_010101_arbol,data20220622
64,0042,MILANESA DE CERDO,Profeco_010101_arbol,data20220622
65,0047,PIERNA DE CERDO ENTERA/PERNIL,Profeco_010101_arbol,data20220622
66,# CARNE DE POLLO Y PAVO,,Profeco_010101_arbol,data20220622
67,0032,PECHUGA DE POLLO,Profeco_010101_arbol,data20220622
68,0033,PIERNA DE POLLO,Profeco_010101_arbol,data20220622
69,0031,POLLO ENTERO,Profeco_010101_arbol,data20220622
70,# CARNE DE RES,,Profeco_010101_arbol,data20220622
71,0069,BISTEC DE DIEZMILLO DE RES,Profeco_010101_arbol,data20220622
72,0071,BISTEC DE RES. CORTE DELGADO,Profeco_010101_arbol,data20220622
73,0070,BISTEC DEL 0,Profeco_010101_arbol,data20220622
74,0072,BISTEC RANCHERO,Profeco_010101_arbol,data20220622
75,0059,CARNE MOLIDA DE RES,Profeco_010101_arbol,data20220622
76,0052,CARNE PARA ASAR DE RES,Profeco_010101_arbol,data20220622
77,0061,CHULETA DE RES/CHULETA COSTILLA/CHULETON,Profeco_010101_arbol,data20220622
78,0060,FALDA DE RES,Profeco_010101_arbol,data20220622
79,0053,FILETE DE RES,Profeco_010101_arbol,data20220622
80,0064,HIGADO DE RES,Profeco_010101_arbol,data20220622
81,0077,MILANESA DE RES,Profeco_010101_arbol,data20220622
82,0066,PANZA O MENUDO DE RES,Profeco_010101_arbol,data20220622
83,0063,RETAZO C/HUESO DE RES,Profeco_010101_arbol,data20220622
84,# FRUTAS Y VERDURAS FRESCAS,,Profeco_010101_arbol,data20220622
85,# FRUTAS Y VERDURAS FRESCAS,,Profeco_010101_arbol,data20220622
86,0850,ACELGA,Profeco_010101_arbol,data20220622
87,0800,AGUACATE,Profeco_010101_arbol,data20220622
88,0851,AJO,Profeco_010101_arbol,data20220622
89,0853,APIO,Profeco_010101_arbol,data20220622
90,0854,BETABEL,Profeco_010101_arbol,data20220622
91,0855,BROCOLI,Profeco_010101_arbol,data20220622
92,0856,CALABAZA,Profeco_010101_arbol,data20220622
93,0857,CEBOLLA,Profeco_010101_arbol,data20220622
94,0858,CHAYOTE,Profeco_010101_arbol,data20220622
95,0859,CHICHAROS,Profeco_010101_arbol,data20220622
96,0860,CHILE FRESCO,Profeco_010101_arbol,data20220622
97,0868,CILANTRO,Profeco_010101_arbol,data20220622
98,0802,CIRUELA,Profeco_010101_arbol,data20220622
99,0861,COL,Profeco_010101_arbol,data20220622
100,0862,COLIFLOR,Profeco_010101_arbol,data20220622
101,0824,DURAZNO,Profeco_010101_arbol,data20220622
102,0863,EJOTE,Profeco_010101_arbol,data20220622
103,0864,ELOTE,Profeco_010101_arbol,data20220622
104,0866,ESPINACAS,Profeco_010101_arbol,data20220622
105,0804,GUAYABA,Profeco_010101_arbol,data20220622
106,0867,HONGOS CHAMPIÑONES,Profeco_010101_arbol,data20220622
107,9015,JAMAICA,Profeco_010101_arbol,data20220622
108,9017,JICAMA,Profeco_010101_arbol,data20220622
109,0869,JITOMATE,Profeco_010101_arbol,data20220622
110,0826,KIWI,Profeco_010101_arbol,data20220622
111,0870,LECHUGA,Profeco_010101_arbol,data20220622
112,0806,LIMON,Profeco_010101_arbol,data20220622
113,0807,MAMEY,Profeco_010101_arbol,data20220622
114,0809,MANGO,Profeco_010101_arbol,data20220622
115,0810,MANZANA,Profeco_010101_arbol,data20220622
116,0811,MELON,Profeco_010101_arbol,data20220622
117,0812,NARANJA,Profeco_010101_arbol,data20220622
118,0871,NOPAL,Profeco_010101_arbol,data20220622
119,0872,PAPA,Profeco_010101_arbol,data20220622
120,0813,PAPAYA,Profeco_010101_arbol,data20220622
121,0873,PEPINO,Profeco_010101_arbol,data20220622
122,0814,PERA,Profeco_010101_arbol,data20220622
123,0827,PERON,Profeco_010101_arbol,data20220622
124,0874,PIMIENTO,Profeco_010101_arbol,data20220622
125,0816,PLATANO,Profeco_010101_arbol,data20220622
126,0875,RABANO,Profeco_010101_arbol,data20220622
127,0817,SANDIA,Profeco_010101_arbol,data20220622
128,9028,TAMARINDO,Profeco_010101_arbol,data20220622
129,0877,TOMATE,Profeco_010101_arbol,data20220622
130,0820,TORONJA,Profeco_010101_arbol,data20220622
131,0821,TUNA,Profeco_010101_arbol,data20220622
132,0822,UVA,Profeco_010101_arbol,data20220622
133,0879,ZANAHORIA,Profeco_010101_arbol,data20220622
134,"# HARINAS, CEREALES, TORTILLAS Y HUEVO",,Profeco_010101_arbol,data20220622
135,# CEREALES PREPARADOS,,Profeco_010101_arbol,data20220622
136,0025,CHOCO KRISPIS,Profeco_010101_arbol,data20220622
137,# HUEVO,,Profeco_010101_arbol,data20220622
138,0165,HUEVO,Profeco_010101_arbol,data20220622
139,# PAN Y DERIVADOS DEL TRIGO,,Profeco_010101_arbol,data20220622
140,0207,BARRAS DE AVENA,Profeco_010101_arbol,data20220622
141,0208,BARRAS DE CEREAL,Profeco_010101_arbol,data20220622
142,0022,HARINA DE ARROZ,Profeco_010101_arbol,data20220622
143,0011,HARINA DE TRIGO,Profeco_010101_arbol,data20220622
144,0012,HARINA HOT CAKES,Profeco_010101_arbol,data20220622
145,0005,PAN BLANCO BOLILLO,Profeco_010101_arbol,data20220622
146,0006,PAN DE CAJA,Profeco_010101_arbol,data20220622
147,0201,PAN DULCE BISQUET,Profeco_010101_arbol,data20220622
148,0202,PAN DULCE CONCHA,Profeco_010101_arbol,data20220622
149,0203,PAN DULCE CUERNO,Profeco_010101_arbol,data20220622
150,0204,PAN DULCE DONA,Profeco_010101_arbol,data20220622
151,0008,PASTELILLOS Y PAN DULCE EMPAQUETADO,Profeco_010101_arbol,data20220622
152,0004,TORTILLA DE HARINA DE TRIGO,Profeco_010101_arbol,data20220622
153,# TORTILLAS Y DERIVADOS DEL MAIZ,,Profeco_010101_arbol,data20220622
154,0001,HARINA DE MAIZ,Profeco_010101_arbol,data20220622
155,0002,TORTILLA DE MAIZ,Profeco_010101_arbol,data20220622
156,"# LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",,Profeco_010101_arbol,data20220622
157,# LACTEOS,,Profeco_010101_arbol,data20220622
158,0145,CREMA,Profeco_010101_arbol,data20220622
159,0162,FORMULA LACTEA,Profeco_010101_arbol,data20220622
160,0141,LECHE EN POLVO,Profeco_010101_arbol,data20220622
161,0161,LECHE ULTRAPASTEURIZADA,Profeco_010101_arbol,data20220622
162,0164,PRODUCTO LACTEO,Profeco_010101_arbol,data20220622
163,0148,QUESO CHIHUAHUA,Profeco_010101_arbol,data20220622
164,0149,QUESO MANCHEGO,Profeco_010101_arbol,data20220622
165,0150,QUESO OAXACA,Profeco_010101_arbol,data20220622
166,0160,YOGHURT,Profeco_010101_arbol,data20220622
167,# PRODUCTOS EN REFRIGERACION,,Profeco_010101_arbol,data20220622
168,0929,COMBINADO PRIMAVERA,Profeco_010101_arbol,data20220622
169,0928,FLORETES DE BROCOLI,Profeco_010101_arbol,data20220622
170,0919,GRANOS DE ELOTE,Profeco_010101_arbol,data20220622
171,0050,HELADO,Profeco_010101_arbol,data20220622
172,0922,MEZCLA CALIFORNIA,Profeco_010101_arbol,data20220622
173,# SALCHICHONERIA,,Profeco_010101_arbol,data20220622
174,0082,CHORIZO,Profeco_010101_arbol,data20220622
175,0080,JAMON,Profeco_010101_arbol,data20220622
176,0086,LONGANIZA,Profeco_010101_arbol,data20220622
177,0085,QUESO DE PUERCO,Profeco_010101_arbol,data20220622
178,0083,SALCHICHA,Profeco_010101_arbol,data20220622
179,0081,TOCINO AHUMADO,Profeco_010101_arbol,data20220622
180,# POLLO ROSTIZADO,,Profeco_010101_arbol,data20220622
181,# POLLO ROSTIZADO,,Profeco_010101_arbol,data20220622
182,0205,POLLO ROSTIZADO TRADICIONAL,Profeco_010101_arbol,data20220622
183,"# SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES",,Profeco_010101_arbol,data20220622
184,"# ESPECIES, CHILES Y CAMARONES SECOS",,Profeco_010101_arbol,data20220622
185,0900,CHILE SECO,Profeco_010101_arbol,data20220622
186,# SEMILLAS Y LEGUMINOSAS,,Profeco_010101_arbol,data20220622
187,0020,ARROZ,Profeco_010101_arbol,data20220622
188,0901,FRIJOL,Profeco_010101_arbol,data20220622
189,0902,GARBANZA,Profeco_010101_arbol,data20220622
190,0903,HABA,Profeco_010101_arbol,data20220622
191,0904,LENTEJA,Profeco_010101_arbol,data20220622
192,# ARTICULOS DE HIGIENE PERSONAL,,Profeco_010101_arbol,data20220622
193,# ARTICULOS DE HIGIENE PERSONAL,,Profeco_010101_arbol,data20220622
194,# ARTICULOS DE HIGIENE PERSONAL,,Profeco_010101_arbol,data20220622
195,2767,CEPILLO DENTAL,Profeco_010101_arbol,data20220622
196,2750,CREMA DENTAL,Profeco_010101_arbol,data20220622
197,2751,CREMA LIQUIDA,Profeco_010101_arbol,data20220622
198,2752,CREMA SOLIDA,Profeco_010101_arbol,data20220622
199,2753,DESODORANTE,Profeco_010101_arbol,data20220622
200,2774,ESPUMA DE AFEITAR,Profeco_010101_arbol,data20220622
201,2754,JABON DE TOCADOR,Profeco_010101_arbol,data20220622
202,2766,PANTIPROTECTOR,Profeco_010101_arbol,data20220622
203,2801,PAÑALES DESECHABLES,Profeco_010101_arbol,data20220622
204,2800,PAPEL HIGIENICO,Profeco_010101_arbol,data20220622
205,2756,RASTRILLOS DESECHABLES,Profeco_010101_arbol,data20220622
206,2771,ROPA INTERIOR DESECHABLE,Profeco_010101_arbol,data20220622
207,2758,SHAMPOO,Profeco_010101_arbol,data20220622
208,2761,SHAMPOO PARA BEBES Y NIÑOS,Profeco_010101_arbol,data20220622
209,2765,TALCO,Profeco_010101_arbol,data20220622
210,2807,TAMPONES,Profeco_010101_arbol,data20220622
211,2759,TINTE PARA EL CABELLO,Profeco_010101_arbol,data20220622
212,2803,TOALLA FEMENINA,Profeco_010101_arbol,data20220622
213,# ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,,Profeco_010101_arbol,data20220622
214,# ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,,Profeco_010101_arbol,data20220622
215,# ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,,Profeco_010101_arbol,data20220622
216,1100,BLANQUEADOR,Profeco_010101_arbol,data20220622
217,1101,DETERGENTE P/ROPA,Profeco_010101_arbol,data20220622
218,1102,DETERGENTE P/TRASTES,Profeco_010101_arbol,data20220622
219,1108,DETERGENTE PARA ROPA Y TRASTES,Profeco_010101_arbol,data20220622
220,1109,FIBRA,Profeco_010101_arbol,data20220622
221,1104,INSECTICIDA AEROSOL,Profeco_010101_arbol,data20220622
222,1103,JABON LIMPIADOR,Profeco_010101_arbol,data20220622
223,1105,LIMPIADOR LIQUIDO P/PISO,Profeco_010101_arbol,data20220622
224,1071,PILAS ELECTRICAS,Profeco_010101_arbol,data20220622
225,1106,SUAVIZANTE P/ROPA,Profeco_010101_arbol,data20220622
226,2805,TOALLA DE PAPEL,Profeco_010101_arbol,data20220622
227,# ARTICULOS ESCOLARES,,Profeco_010101_arbol,data20220622
228,# ACCESORIOS ESCOLARES,,Profeco_010101_arbol,data20220622
229,# CINTA ADHESIVA,,Profeco_010101_arbol,data20220622
230,3054,CINTA ADHESIVA,Profeco_010101_arbol,data20220622
231,# DESENGRAPADORA,,Profeco_010101_arbol,data20220622
232,3079,DESENGRAPADORA,Profeco_010101_arbol,data20220622
233,# JUEGO DE GEOMETRIA,,Profeco_010101_arbol,data20220622
234,3065,JUEGO DE GEOMETRIA,Profeco_010101_arbol,data20220622
235,# LAPIZ ADHESIVO,,Profeco_010101_arbol,data20220622
236,3067,LAPIZ ADHESIVO,Profeco_010101_arbol,data20220622
237,# PEGAMENTO,,Profeco_010101_arbol,data20220622
238,3069,PEGAMENTO,Profeco_010101_arbol,data20220622
239,# PLASTILINA,,Profeco_010101_arbol,data20220622
240,3070,PLASTILINA,Profeco_010101_arbol,data20220622
241,# TIJERAS,,Profeco_010101_arbol,data20220622
242,3077,TIJERAS,Profeco_010101_arbol,data20220622
243,# ARTICULOS DE ESCRITURA,,Profeco_010101_arbol,data20220622
244,# BICOLOR,,Profeco_010101_arbol,data20220622
245,3050,BICOLOR,Profeco_010101_arbol,data20220622
246,# BOLIGRAFO,,Profeco_010101_arbol,data20220622
247,3083,BOLIGRAFO COLORES VARIOS,Profeco_010101_arbol,data20220622
248,3052,BOLIGRAFO TINTA NEGRA,Profeco_010101_arbol,data20220622
249,# COLORES DE MADERA,,Profeco_010101_arbol,data20220622
250,3055,COLORES DE MADERA,Profeco_010101_arbol,data20220622
251,# CRAYONES,,Profeco_010101_arbol,data20220622
252,3057,CRAYONES,Profeco_010101_arbol,data20220622
253,# GOMA BORRADOR,,Profeco_010101_arbol,data20220622
254,3063,GOMA BORRADOR,Profeco_010101_arbol,data20220622
255,# LAPIZ,,Profeco_010101_arbol,data20220622
256,3066,LAPIZ,Profeco_010101_arbol,data20220622
257,# MARCADORES,,Profeco_010101_arbol,data20220622
258,3068,MARCADORES,Profeco_010101_arbol,data20220622
259,# PLUMONES,,Profeco_010101_arbol,data20220622
260,3073,PLUMONES,Profeco_010101_arbol,data20220622
261,# PORTAMINAS,,Profeco_010101_arbol,data20220622
262,3074,PORTAMINAS,Profeco_010101_arbol,data20220622
263,# SACAPUNTAS,,Profeco_010101_arbol,data20220622
264,3076,SACAPUNTAS,Profeco_010101_arbol,data20220622
265,# ARTICULOS DE PAPEL,,Profeco_010101_arbol,data20220622
266,# CUADERNO FORMA FRANCESA,,Profeco_010101_arbol,data20220622
267,3058,CUADERNO FORMA FRANCESA,Profeco_010101_arbol,data20220622
268,# CUADERNO FORMA ITALIANA,,Profeco_010101_arbol,data20220622
269,3059,CUADERNO FORMA ITALIANA,Profeco_010101_arbol,data20220622
270,# CUADERNO PROFESIONAL,,Profeco_010101_arbol,data20220622
271,3060,CUADERNO PROFESIONAL,Profeco_010101_arbol,data20220622
272,# FOLDERS,,Profeco_010101_arbol,data20220622
273,3062,FOLDERS,Profeco_010101_arbol,data20220622
274,# HOJAS DE PAPEL,,Profeco_010101_arbol,data20220622
275,3064,HOJAS DE PAPEL,Profeco_010101_arbol,data20220622
276,# LIBROS,,Profeco_010101_arbol,data20220622
277,# DICCIONARIO,,Profeco_010101_arbol,data20220622
278,3061,DICCIONARIO,Profeco_010101_arbol,data20220622
279,"# ELECTRONICA, HOGAR Y LINEA BLANCA",,Profeco_010101_arbol,data20220622
280,# ELECTRONICA,,Profeco_010101_arbol,data20220622
281,# TV Y VIDEO,,Profeco_010101_arbol,data20220622
282,5003,CONSOLAS DE VIDEOJUEGOS,Profeco_010101_arbol,data20220622
283,# HOGAR Y LINEA BLANCA,,Profeco_010101_arbol,data20220622
284,# COCINA,,Profeco_010101_arbol,data20220622
285,1080,OLLA DE PRESION EXPRESS,Profeco_010101_arbol,data20220622
286,# ELECTRODOMESTICOS,,Profeco_010101_arbol,data20220622
287,1021,BATIDORAS,Profeco_010101_arbol,data20220622
288,1033,CAFETERAS,Profeco_010101_arbol,data20220622
289,1023,EXTRACTORES DE JUGOS Y EXPRIMIDORES,Profeco_010101_arbol,data20220622
290,1025,HORNO DE MICROONDAS,Profeco_010101_arbol,data20220622
291,1024,HORNO ELECTRICO,Profeco_010101_arbol,data20220622
292,1027,LICUADORAS,Profeco_010101_arbol,data20220622
293,1028,PLANCHAS,Profeco_010101_arbol,data20220622
294,1031,SANDWICHERAS,Profeco_010101_arbol,data20220622
295,# LINEA BLANCA,,Profeco_010101_arbol,data20220622
296,1020,ESTUFAS,Profeco_010101_arbol,data20220622
297,1026,LAVADORAS,Profeco_010101_arbol,data20220622
298,1029,REFRIGERADORES,Profeco_010101_arbol,data20220622
299,# MEDICINAS,,Profeco_010101_arbol,data20220622
300,# MEDICINAS,,Profeco_010101_arbol,data20220622
301,# ESPECIALES,,Profeco_010101_arbol,data20220622
302,1794,AGUA OXIGENADA,Profeco_010101_arbol,data20220622
303,1447,ALCOHOL,Profeco_010101_arbol,data20220622
304,1795,ALGODÓN,Profeco_010101_arbol,data20220622
305,1792,COFIA,Profeco_010101_arbol,data20220622
306,2762,CUBRE BOCA,Profeco_010101_arbol,data20220622
307,1797,GASA,Profeco_010101_arbol,data20220622
308,1791,GUANTES DE LÁTEX,Profeco_010101_arbol,data20220622
309,1793,NEBULIZADOR,Profeco_010101_arbol,data20220622
310,1790,TERMÓMETRO,Profeco_010101_arbol,data20220622
311,1798,VENDA ELÁSTICA,Profeco_010101_arbol,data20220622
312,1787,VENDITAS ADHESIVAS,Profeco_010101_arbol,data20220622
313,# MEDICINAS,,Profeco_010101_arbol,data20220622
314,1449,A.S.COR,Profeco_010101_arbol,data20220622
315,1450,ACLIMAFEL,Profeco_010101_arbol,data20220622
316,1452,ADALAT OROS,Profeco_010101_arbol,data20220622
317,1600,ADEROGYL 15,Profeco_010101_arbol,data20220622
318,1453,AFUMIX,Profeco_010101_arbol,data20220622
319,1348,AFUNGIL,Profeco_010101_arbol,data20220622
320,1789,AGRIFEN,Profeco_010101_arbol,data20220622
321,1454,ALEVIAN DUO,Profeco_010101_arbol,data20220622
322,1123,ALKA-SELTZER,Profeco_010101_arbol,data20220622
323,2306,ALTRULINE,Profeco_010101_arbol,data20220622
324,1641,AMLODIPINO,Profeco_010101_arbol,data20220622
325,1359,AMOXICILINA,Profeco_010101_arbol,data20220622
326,1642,"AMOXICILINA, ACIDO CLAVULANICO",Profeco_010101_arbol,data20220622
327,1457,AMOXICLAV. BID,Profeco_010101_arbol,data20220622
328,1360,AMPICILINA,Profeco_010101_arbol,data20220622
329,1458,ANGELIQ A,Profeco_010101_arbol,data20220622
330,1203,ANTIFLU-DES,Profeco_010101_arbol,data20220622
331,1459,ANTIFLU-DES JR.,Profeco_010101_arbol,data20220622
332,1461,ARCOXIA,Profeco_010101_arbol,data20220622
333,1124,ARTRIDOL,Profeco_010101_arbol,data20220622
334,1125,ASPIRINA,Profeco_010101_arbol,data20220622
335,1394,ATACAND PLUS,Profeco_010101_arbol,data20220622
336,1463,AUGMENTIN 12 H.,Profeco_010101_arbol,data20220622
337,1464,AVAMYS 2A,Profeco_010101_arbol,data20220622
338,1368,AVELOX 7D,Profeco_010101_arbol,data20220622
339,1643,AZITROMICINA,Profeco_010101_arbol,data20220622
340,1165,BACTRIM F,Profeco_010101_arbol,data20220622
341,1466,BEDOYECTA,Profeco_010101_arbol,data20220622
342,1167,BEDOYECTA-TRI,Profeco_010101_arbol,data20220622
343,1645,BETAMETASONA/ CLOTRIMAZOL/ GENTAMICINA,Profeco_010101_arbol,data20220622
344,1469,BREDELIN,Profeco_010101_arbol,data20220622
345,1169,BUSCAPINA COMPOSITUM,Profeco_010101_arbol,data20220622
346,1648,BUTILHIOSCINA,Profeco_010101_arbol,data20220622
347,1649,BUTILHIOSCINA/ METAMIZOL SODICO,Profeco_010101_arbol,data20220622
348,1470,CAFIASPIRINA,Profeco_010101_arbol,data20220622
349,1951,CANESTEN V,Profeco_010101_arbol,data20220622
350,1383,CEFALEXINA,Profeco_010101_arbol,data20220622
351,1474,CEFAXONA I.M.,Profeco_010101_arbol,data20220622
352,1435,CEFTREX IM,Profeco_010101_arbol,data20220622
353,1653,CEFTRIAXONA,Profeco_010101_arbol,data20220622
354,1475,CEFURACET,Profeco_010101_arbol,data20220622
355,1369,CELEBREX,Profeco_010101_arbol,data20220622
356,1476,CELESTAMINE-NS,Profeco_010101_arbol,data20220622
357,1173,CELESTONE SOLUSPAN,Profeco_010101_arbol,data20220622
358,1477,CIALIS,Profeco_010101_arbol,data20220622
359,1178,CIPROFLOX,Profeco_010101_arbol,data20220622
360,1656,CLARITROMICINA,Profeco_010101_arbol,data20220622
361,1479,CLENDIX,Profeco_010101_arbol,data20220622
362,1480,CLORAMFENI OFTENO,Profeco_010101_arbol,data20220622
363,1659,CLORFENAMINA COMPUESTA,Profeco_010101_arbol,data20220622
364,1481,CO-DIOVAN,Profeco_010101_arbol,data20220622
365,1482,COMBIVENT,Profeco_010101_arbol,data20220622
366,1483,COMBIVENT. RESPIMAT,Profeco_010101_arbol,data20220622
367,1484,CONTROLIP,Profeco_010101_arbol,data20220622
368,1486,CRESTOR,Profeco_010101_arbol,data20220622
369,1488,CYMBALTA,Profeco_010101_arbol,data20220622
370,1490,DAFLON,Profeco_010101_arbol,data20220622
371,1491,DAFLON 500 M.,Profeco_010101_arbol,data20220622
372,1183,DALACIN C,Profeco_010101_arbol,data20220622
373,1493,DAXON,Profeco_010101_arbol,data20220622
374,1215,DESENFRIOL-D,Profeco_010101_arbol,data20220622
375,1496,DIABION,Profeco_010101_arbol,data20220622
376,1497,DIANE,Profeco_010101_arbol,data20220622
377,1385,DICLOXACILINA,Profeco_010101_arbol,data20220622
378,1498,DIMEGAN-D,Profeco_010101_arbol,data20220622
379,1499,DIOVAN,Profeco_010101_arbol,data20220622
380,1189,DIPROSPAN,Profeco_010101_arbol,data20220622
381,1191,DOLAC,Profeco_010101_arbol,data20220622
382,1511,DOLOCARTIGEN,Profeco_010101_arbol,data20220622
383,1512,DOLO-NEUROBION,Profeco_010101_arbol,data20220622
384,2102,DOLO-NEUROBION FORTE,Profeco_010101_arbol,data20220622
385,1514,EFEXOR XR,Profeco_010101_arbol,data20220622
386,1515,ELATEC,Profeco_010101_arbol,data20220622
387,1436,ELEQUINE,Profeco_010101_arbol,data20220622
388,1517,ENTEROGERMINA,Profeco_010101_arbol,data20220622
389,1518,ESPAVEN PEDIATRICO,Profeco_010101_arbol,data20220622
390,1519,EUTIROX 100,Profeco_010101_arbol,data20220622
391,1520,EVRA,Profeco_010101_arbol,data20220622
392,1521,EXFORGE,Profeco_010101_arbol,data20220622
393,1522,FABROVEN,Profeco_010101_arbol,data20220622
394,1131,FEBRAX,Profeco_010101_arbol,data20220622
395,1523,FERRANINA FOL,Profeco_010101_arbol,data20220622
396,1133,FLANAX,Profeco_010101_arbol,data20220622
397,1527,FOSAMAX PLUS,Profeco_010101_arbol,data20220622
398,1528,FOSFOCIL,Profeco_010101_arbol,data20220622
399,1530,GAVINDO,Profeco_010101_arbol,data20220622
400,1531,GENOPRAZOL,Profeco_010101_arbol,data20220622
401,1534,HALCION,Profeco_010101_arbol,data20220622
402,1241,HISTIACIL NF,Profeco_010101_arbol,data20220622
403,1535,HUMALOG MIX 25,Profeco_010101_arbol,data20220622
404,1536,HUMULINN. INSULINA HUMANA,Profeco_010101_arbol,data20220622
405,1538,IMODIUM,Profeco_010101_arbol,data20220622
406,1540,JANUMET,Profeco_010101_arbol,data20220622
407,1541,KEFLEX,Profeco_010101_arbol,data20220622
408,1744,SHAMPOO INTIMO,Profeco_010101_arbol,data20220622
409,2769,SUEROS ORALES,Profeco_010101_arbol,data20220622
410,1142,TEMPRA,Profeco_010101_arbol,data20220622
411,# ALIMENTOS,,Profeco_020201_arbol,data20220622
412,"# ACEITES, GRASAS Y VINAGRES",,Profeco_020201_arbol,data20220622
413,# ACEITES Y GRASAS,,Profeco_020201_arbol,data20220622
414,0166,ACEITE,Profeco_020201_arbol,data20220622
415,9000,ACEITE DE OLIVA,Profeco_020201_arbol,data20220622
416,9002,ALCAPARRA,Profeco_020201_arbol,data20220622
417,0170,GRASA COMESTIBLE,Profeco_020201_arbol,data20220622
418,0171,MARGARINA,Profeco_020201_arbol,data20220622
419,# VINAGRES,,Profeco_020201_arbol,data20220622
