,idCat,nombreCat,nivel1,nivel2,nivel3,tipo_arbol,# codigo,descripcion,folder_id
3328,26.0,ZUCARITAS,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",CEREALES PREPARADOS,111_arbol,,,data20220913
3329,165.0,HUEVO,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",HUEVO,111_arbol,,,data20220913
3330,207.0,BARRAS DE AVENA,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3331,208.0,BARRAS DE CEREAL,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3332,22.0,HARINA DE ARROZ,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3333,11.0,HARINA DE TRIGO,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3334,12.0,HARINA HOT CAKES,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3335,5.0,PAN BLANCO BOLILLO,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3336,6.0,PAN DE CAJA,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3337,201.0,PAN DULCE BISQUET,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3338,202.0,PAN DULCE CONCHA,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3339,203.0,PAN DULCE CUERNO,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3340,204.0,PAN DULCE DONA,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3341,8.0,PASTELILLOS Y PAN DULCE EMPAQUETADO,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3342,4.0,TORTILLA DE HARINA DE TRIGO,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",PAN Y DERIVADOS DEL TRIGO,111_arbol,,,data20220913
3343,1.0,HARINA DE MAIZ,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",TORTILLAS Y DERIVADOS DEL MAIZ,111_arbol,,,data20220913
3344,2.0,TORTILLA DE MAIZ,ALIMENTOS,"HARINAS, CEREALES, TORTILLAS Y HUEVO",TORTILLAS Y DERIVADOS DEL MAIZ,111_arbol,,,data20220913
3345,145.0,CREMA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3346,146.0,CREMA BATIDA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3347,162.0,FORMULA LACTEA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3348,143.0,LECHE CONDENSADA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3349,141.0,LECHE EN POLVO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3350,144.0,LECHE PASTEURIZADA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3351,161.0,LECHE ULTRAPASTEURIZADA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3352,164.0,PRODUCTO LACTEO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3353,148.0,QUESO CHIHUAHUA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3354,154.0,QUESO COTIJA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3355,149.0,QUESO MANCHEGO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3356,150.0,QUESO OAXACA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3357,153.0,QUESO PANELA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3358,160.0,YOGHURT,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",LACTEOS,111_arbol,,,data20220913
3359,929.0,COMBINADO PRIMAVERA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3360,928.0,FLORETES DE BROCOLI,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3361,919.0,GRANOS DE ELOTE,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3362,920.0,GUARNICION DE VERDURAS,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3363,50.0,HELADO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3364,3.0,MAIZ POZOLERO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3365,922.0,MEZCLA CALIFORNIA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3366,923.0,MEZCLA CAMPESINA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",PRODUCTOS EN REFRIGERACION,111_arbol,,,data20220913
3367,82.0,CHORIZO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3368,80.0,JAMON,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3369,86.0,LONGANIZA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3370,84.0,MORTADELA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3371,87.0,PASTEL PIMIENTO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3372,88.0,PECHUGA DE PAVO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3373,85.0,QUESO DE PUERCO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3374,83.0,SALCHICHA,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3375,81.0,TOCINO AHUMADO,ALIMENTOS,"LACTEOS, SALCHICHONERIA Y PRODUCTOS EN REFRIG.",SALCHICHONERIA,111_arbol,,,data20220913
3376,205.0,POLLO ROSTIZADO TRADICIONAL,ALIMENTOS,POLLO ROSTIZADO,POLLO ROSTIZADO,111_arbol,,,data20220913
3377,124.0,CAMARON,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES","ESPECIES, CHILES Y CAMARONES SECOS",111_arbol,,,data20220913
3378,9007.0,CANELA,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES","ESPECIES, CHILES Y CAMARONES SECOS",111_arbol,,,data20220913
3379,900.0,CHILE SECO,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES","ESPECIES, CHILES Y CAMARONES SECOS",111_arbol,,,data20220913
3380,981.0,PIMIENTA,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES","ESPECIES, CHILES Y CAMARONES SECOS",111_arbol,,,data20220913
3381,999.0,VAINILLA,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES","ESPECIES, CHILES Y CAMARONES SECOS",111_arbol,,,data20220913
3382,20.0,ARROZ,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES",SEMILLAS Y LEGUMINOSAS,111_arbol,,,data20220913
3383,901.0,FRIJOL,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES",SEMILLAS Y LEGUMINOSAS,111_arbol,,,data20220913
3384,902.0,GARBANZA,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES",SEMILLAS Y LEGUMINOSAS,111_arbol,,,data20220913
3385,903.0,HABA,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES",SEMILLAS Y LEGUMINOSAS,111_arbol,,,data20220913
3386,904.0,LENTEJA,ALIMENTOS,"SEMILLAS, LEGUMINOSAS, CHILES Y ESPECIES",SEMILLAS Y LEGUMINOSAS,111_arbol,,,data20220913
3387,2760.0,ACONDICIONADOR Y ENJUAGUE,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3388,2767.0,CEPILLO DENTAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3389,2806.0,COPA MENSTRUAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3390,2750.0,CREMA DENTAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3391,2751.0,CREMA LIQUIDA,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3392,2764.0,CREMA PARA ROZADURAS,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3393,2752.0,CREMA SOLIDA,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3394,2753.0,DESODORANTE,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3395,2774.0,ESPUMA DE AFEITAR,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3396,2754.0,JABON DE TOCADOR,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3397,2766.0,PANTIPROTECTOR,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3398,2801.0,PAÑALES DESECHABLES,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3399,2800.0,PAPEL HIGIENICO,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3400,2770.0,PRODUCTO PARA DEPILACION,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3401,2756.0,RASTRILLOS DESECHABLES,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3402,2757.0,REPUESTOS DE NAVAJAS,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3403,2771.0,ROPA INTERIOR DESECHABLE,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3404,2758.0,SHAMPOO,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3405,2761.0,SHAMPOO PARA BEBES Y NIÑOS,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3406,2765.0,TALCO,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3407,2807.0,TAMPONES,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3408,2759.0,TINTE PARA EL CABELLO,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3409,2803.0,TOALLA FEMENINA,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3410,2804.0,TOALLITA HUMEDA LIMPIADORA,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,ARTICULOS DE HIGIENE PERSONAL,111_arbol,,,data20220913
3411,1100.0,BLANQUEADOR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3412,1101.0,DETERGENTE P/ROPA,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3413,1102.0,DETERGENTE P/TRASTES,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3414,1108.0,DETERGENTE PARA ROPA Y TRASTES,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3415,1109.0,FIBRA,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3416,1104.0,INSECTICIDA AEROSOL,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3417,1103.0,JABON LIMPIADOR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3418,1105.0,LIMPIADOR LIQUIDO P/PISO,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3419,1071.0,PILAS ELECTRICAS,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3420,1106.0,SUAVIZANTE P/ROPA,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3421,2805.0,TOALLA DE PAPEL,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3422,1111.0,TOALLITAS DESINFECTANTES,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,ARTICULOS DE LIMPIEZA Y PARA EL HOGAR,111_arbol,,,data20220913
3423,1064.0,BARRA DE SONIDO,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,AUDIO Y EQUIPOS DE SONIDO,111_arbol,,,data20220913
3424,1050.0,COMPONENTES DE AUDIO,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,AUDIO Y EQUIPOS DE SONIDO,111_arbol,,,data20220913
3425,1060.0,SISTEMAS DE TEATRO EN CASA HOME THEATER,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,AUDIO Y EQUIPOS DE SONIDO,111_arbol,,,data20220913
3426,1061.0,CAMARAS DIGITALES,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,CAMARAS,111_arbol,,,data20220913
3427,5003.0,CONSOLAS DE VIDEOJUEGOS,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,TV Y VIDEO,111_arbol,,,data20220913
3428,1056.0,DVD / BLU RAY,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,TV Y VIDEO,111_arbol,,,data20220913
3429,1065.0,REPRODUCTORES STREAMING,"ELECTRONICA, HOGAR Y LINEA BLANCA",ELECTRONICA,TV Y VIDEO,111_arbol,,,data20220913
3430,1080.0,OLLA DE PRESION EXPRESS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,COCINA,111_arbol,,,data20220913
3431,1021.0,BATIDORAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3432,1033.0,CAFETERAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3433,1023.0,EXTRACTORES DE JUGOS Y EXPRIMIDORES,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3434,1025.0,HORNO DE MICROONDAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3435,1024.0,HORNO ELECTRICO,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3436,1027.0,LICUADORAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3437,1028.0,PLANCHAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3438,1031.0,SANDWICHERAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,ELECTRODOMESTICOS,111_arbol,,,data20220913
3439,1020.0,ESTUFAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,LINEA BLANCA,111_arbol,,,data20220913
3440,1026.0,LAVADORAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,LINEA BLANCA,111_arbol,,,data20220913
3441,1029.0,REFRIGERADORES,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,LINEA BLANCA,111_arbol,,,data20220913
3442,1034.0,SECADORAS,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,LINEA BLANCA,111_arbol,,,data20220913
3443,1055.0,VENTILADORES,"ELECTRONICA, HOGAR Y LINEA BLANCA",HOGAR Y LINEA BLANCA,VENTILACION,111_arbol,,,data20220913
3444,1794.0,AGUA OXIGENADA,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3445,1447.0,ALCOHOL,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3446,1795.0,ALGODÓN,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3447,1792.0,COFIA,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3448,2762.0,CUBRE BOCA,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3449,1797.0,GASA,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3450,1791.0,GUANTES DE LÁTEX,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3451,1112.0,MICROBICIDA,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3452,1793.0,NEBULIZADOR,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3453,1790.0,TERMÓMETRO,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3454,1798.0,VENDA ELÁSTICA,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3455,1787.0,VENDITAS ADHESIVAS,MEDICINAS,MEDICINAS,ESPECIALES,111_arbol,,,data20220913
3456,1789.0,AGRIFEN,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3457,1470.0,CAFIASPIRINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3458,1668.0,GABAPENTINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3459,1362.0,GENTAMICINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3460,1959.0,GLIBENCLAMIDA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3461,1671.0,HIDROXOCOBALAMINA TIAMINA PIRIDOXINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3462,1543.0,LACTACYD,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3463,1545.0,LANTUS. INSULINA GLARGINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3464,1547.0,LEVITRA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3465,1679.0,LEVOFLOXACINO,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3466,1680.0,LEVONORGESTREL,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3467,1548.0,LEXAPRO,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3468,1549.0,LIBERTRIM SII,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3469,1320.0,LINCOCIN,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3470,1683.0,LINCOMICINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3471,1427.0,LIPITOR,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3472,1550.0,LIVIAL,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3473,1551.0,LOPID,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3474,1685.0,LORATADINA BETAMETASONA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3475,1552.0,LOSEC A-20,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3476,1553.0,LYRICA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3477,1256.0,MACRODANTINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3478,1424.0,MATERNA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3479,1554.0,MEDICAPS SHAMPOO,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3480,1153.0,METAMIZOL SODICO,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3481,1691.0,METFORMINA-GLIBENCLAMIDA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3482,2350.0,METICORTEN,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3483,1556.0,MICARDIS,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3484,1557.0,MICARDIS PLUS,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3485,1693.0,MICONAZOL,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3486,1439.0,MOTRIN,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3487,1137.0,NEO MELUBRINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3488,1561.0,NEURALIN,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3489,1370.0,NEXIUM-MUPS,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3490,1562.0,NEXT. TABS,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3491,1563.0,NIKZON,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3492,1699.0,NITAZOXANIDA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3493,1723.0,NITROFURANTOINA,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3494,1721.0,NORVAS,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3495,1564.0,NOVOVARTALON,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
3496,1725.0,OMEPRAZOL,MEDICINAS,MEDICINAS,MEDICINAS,111_arbol,,,data20220913
