,# codigo,nombre,direccion,colonia,telefono,telefono2,estado,minicipio,codigopostal,profeco_tiendas_id,folder_id
38,20159,SUPER CARNICERIA SAN JUAN SUCURSAL CENTRAL DE ABASTO,"AV. MAHATMA GANDHI S/N. BLOCK B LOCAL DEL 5 AL 7, INT.",CENTRAL DE ABASTO,4491469491,,Aguascalientes,Aguascalientes,20280.0,Profeco_010101_tiendas,data20220905
39,21003,CALIMAX SUCURSAL RIO,BLVD. CUAUHTEMOC Y PASEO DE LOS HEROES 1250,ZONA RIO,(664)6343255,,Baja California,Tijuana,22340.0,Profeco_020201_tiendas,data20220905
40,21477,TORTILLERIA MADERO,"AV. FRANCISCO I MADERO 826, ENTRE CALLE SEGUNDA Y CALLE",ZONA CENTRO,,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
41,21393,TORTILLERIA GRANO DE ORO SUCURSAL RIO,"GUADALUPE VICTORIA 9350, ESQ. FRANCISCO JAVIER MINA",ZONA RIO,(664)6847021,,Baja California,Tijuana,22320.0,Profeco_020201_tiendas,data20220905
42,21418,FARMACIA PEY PHARMA SUCURSAL 2,"GUADALUPE VICTORIA 51-A, ESQ. JAVIER MINA",ZONA RIO,(664)6388121,,Baja California,Tijuana,22320.0,Profeco_020201_tiendas,data20220905
43,21415,MERCADO MIGUEL HIDALGO,"BLVD. SANCHEZ TABOADA 9351, ENTRE CALZ. INDEPENDENCIA Y",ZONA RIO TIJUANA,(664)6840485,,Baja California,Tijuana,22010.0,Profeco_020201_tiendas,data20220905
44,21384,SEARS SUCURSAL PLAZA RIO,"PASEO DE LOS HEROES 95, INT. PLAZA RIO",ZONA RIO,(664)6840424,,Baja California,Tijuana,22320.0,Profeco_020201_tiendas,data20220905
45,21448,BODEGA DE LIBROS TIJUANA SUCURSAL CCT,"PLUTARCO ELIAS CALLES 11, ENTRE ALBERTO ROSALES Y RODOL",MARRON,(664)6847220,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
46,21420,TORTILLERIA ISAURA,"CALLE 9 NO. 2100, ENTRE NEGRETE Y MADERO",ZONA CENTRO,(664)6855500,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
47,21478,OXXO SUCURSAL TAMAYO,"RUFINO TAMAYO 1, ESQ. BLVD. CUAUHTEMOC",ZONA RIO,(664)9757300,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
48,21045,LEY SUCURSAL OTAY (1051),BLVD. LAZARO CARDENAS Y CALZ. TECNOLOGICO S/N,HIPODROMO,(664)6470040,,Baja California,Tijuana,22390.0,Profeco_020201_tiendas,data20220905
49,21067,SALINAS Y ROCHA SUCURSAL 9085,"CONSTITUCION 957, ENTRE TERCERA Y CUARTA",ZONA CENTRO,(664)1379950,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
50,21394,TORTILLERIA JUAREZ,"QUINTA EMILIANO ZAPATA 447-8, ESQ. OCAMPO",ZONA CENTRO,(664)6882219,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
51,21473,TORTILLERIA EL DIAMANTE SUCURSAL UNICA,"ALLENDE 7737, ENTRE BRAVO Y RAYON",INDEPENDENCIA,(664)3314392,,Baja California,Tijuana,22255.0,Profeco_020201_tiendas,data20220905
52,21416,FARMACIA DEL SOL SUCURSAL 2,"INDEPENDENCIA 63, ENTRE BLVD. SANCHEZ TABOADA Y JAVIER",ZONA RIO,(664)6845763,,Baja California,Tijuana,22010.0,Profeco_020201_tiendas,data20220905
53,22131,COPPEL SUCURSAL 75,"CONSTITUCION 840, ENTRE CALLE 2A. Y CALLE 3A.",CENTRO,(664)6882740,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
54,21110,WALMART SUCURSAL TIJUANA HIPODROMO,"AGUACALIENTE, ESQ. PASEO DE LAS AMERICAS 11999",HIPODROMO,(664)6816150,,Baja California,Tijuana,22024.0,Profeco_020201_tiendas,data20220905
55,21391,PESCADERIA EL PESCADOR,"SEXTA 8724, ESQ. OCAMPO",ZONA CENTRO,(664)6881847,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
56,21417,FARMACIA DE LOS ANGELES,"IGNACIO COMONFORT 9330, ESQ. FRANCISCO JAVIER MINA",ZONA RIO,(664)6340669,,Baja California,Tijuana,22010.0,Profeco_020201_tiendas,data20220905
57,21474,TORTILLERIA HIDALGO SUCURSAL UNICA,"CALLE SEXTA 8390, ENTRE NEGRETE Y MADERO",ZONA CENTRO,(664)6854379,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
58,21464,COPPEL SUCURSAL 179,"CONSTITUCION 1033-17, ENTRE CALLE QUINTA Y CONSTITUCION",ZONA CENTRO,(664)6883728,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
59,21064,ELEKTRA SUCURSAL CONSTITUCION (2150),"AV. CONSTITUCION 634, ENTRE CALLE 2DA Y 3RA",ZONA CENTRO,(664)1379918,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
60,21263,ELEKTRA SUCURSAL EKT MEGATIJUANA CENTRO,"TERCERA 1703, ESQ. FIDEL MARTINEZ",ZONA CENTRO,(664)1379929,,Baja California,Tijuana,22000.0,Profeco_020201_tiendas,data20220905
61,21465,SORIANA SUPER SUCURSAL LIBERTAD (377),"RAMPA RUIZ CORTINEZ S/N, ENTRE DEFENSORES DE B.C. Y FER",LIBERTAD,(664)6831609,,Baja California,Tijuana,22300.0,Profeco_020201_tiendas,data20220905
62,21145,LIBRERIA MEXICO,"PASEO DE LOS HEROES 94 LOC. B-20, INTERIOR PLAZA RIO",ZONA RIO,(664)6341654,,Baja California,Tijuana,22320.0,Profeco_020201_tiendas,data20220905
63,21475,TORTILLERIA LA BOCHITA SUCURSAL UNICA,"GUADALUPE VICTORIA INT 21, INT. MERCADO HIDALGO",ZONA RIO,(664)2150705,,Baja California,Tijuana,22010.0,Profeco_020201_tiendas,data20220905
64,21476,TORTILLERIA EL GRANO DE ORO SUCURSAL CUAUHTEMOC,"BLVD. CUAUHTEMOC SUR 2801, INT. PLAZA TROPICANA",DAVILA,(664)6818755,,Baja California,Tijuana,22044.0,Profeco_020201_tiendas,data20220905
65,23101,BODEGA AURRERA SUCURSAL UNIDAD CAMIMO REAL 3119,"CALZADA CAMINO REAL S/N, ESQ. CARR. TRANSPENISULAR LA P",CAMINO REAL,(612)1254180,,Baja California Sur,La Paz,23088.0,Profeco_030301_tiendas,data20220905
66,23047,MERCADO NICOLAS BRAVO,"NICOLAS BRAVO S/N, ESQ. GUILLERMO PRIETO",CENTRO,(612)1221604,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
67,23066,TORTILLERIA SERDAN,"AQUILES SERDAN 5145, ESQ. TENOCHTITLAN",PUESTA DEL SOL,(612)1403216,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
68,23056,TORTILLERIA HIGIENICA,"IGNACIO ALTAMIRANO S/N, ENTRE AÑIÑI Y RETORNO CHICORI",PERICUES,(612)1221912,,Baja California Sur,La Paz,23097.0,Profeco_030301_tiendas,data20220905
69,23091,COPPEL SUCURSAL OLACHEA,"AGUSTIN OLACHEA S/N, ESQ. PASEO LA PAZ",EL ZACATAL,(612)1665044,,Baja California Sur,La Paz,23088.0,Profeco_030301_tiendas,data20220905
70,23145,SEMILLAS LA PROVIDENCIA,"CALZADA AGUSTIN OLACHEA KM. 3.5, LOCAL 8, INT. CENTRAL",PUESTA DEL SOL,(612)1240552,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
71,23000,CASA LEY SUCURSAL LA PAZ,"AGUSTIN OLACHEA S/N, ESQ. ANTONIO NAVARRO",PUESTA DEL SOL,(612)1255515,(612)1255125,Baja California Sur,La Paz,23070.0,Profeco_030301_tiendas,data20220905
72,23030,COPPEL SUCURSAL LA PAZ,"BLVD. FORJADORES DE SUDCALIFORNIA 4390, ESQ. LUIS DONAL",EX BASE AEREA,(612)1654264,,Baja California Sur,La Paz,23050.0,Profeco_030301_tiendas,data20220905
73,23036,FARMACON SUCURSAL PASEO LA PAZ,BLVD. AGUSTIN OLACHEA 1515,SAN ANTONIO EL ZACATAL,(612)1240847,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
74,23120,FARMACIAS ESPECIALIZADAS,"NICOLAS BRAVO 215, ESQ. REVOLUCION",CENTRO,(612)1289927,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
75,23142,CARNICERIA SAN RAFAEL,"CALZADA AGUSTIN OLACHEA KM. 3.5, LOCAL 3, INT. CENTRAL",PUESTA DEL SOL,(612)1241814,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
76,23034,SEARS SUCURSAL LA PAZ,"BLVD. FORJADORES DE SUDCALIFORNIA S/N, PLAZA LA PAZ",EX BASE AEREA,(612)1259373,,Baja California Sur,La Paz,23050.0,Profeco_030301_tiendas,data20220905
77,23070,TORTILLERIA LA PAZ,"REVOLUCION S/N, ESQ. SINALOA",PUEBLO NUEVO,(612)1223677,,Baja California Sur,La Paz,23060.0,Profeco_030301_tiendas,data20220905
78,23057,TORTILLERIA PROMASA,"AQUILES SERDAN S/N, ENTRE BRAVO Y OCAMPO",CENTRO,(612)3488040,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
79,23150,CARNICERIA REY TORO,"CALZADA AGUSTIN OLACHEA MK 3.5, INTERIOR CENTRAL DE ABA",AGENCIA PUESTA DEL SOL,(612)1982969,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
80,23002,SORIANA HIPER SUCURSAL LA PAZ BC,"FORJADORES DE SUD CALIFORNIA NO 4390, ESQ. LUIS DONALDO",CENTRO,(612)1214772,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
81,23039,FARMACIA BENAVIDES SUCURSAL OLACHEA,"CALZ. GRAL. AGUSTIN OLACHEA S/N, ENTRE CORMORANES Y TIJ",RESIDENCIAL LAS GARZAS,(612)1461282,,Baja California Sur,La Paz,23079.0,Profeco_030301_tiendas,data20220905
82,23067,TORTILLERIA GUAYCURA,"MARQUEZ DE LEON S/N, ESQ. HEROES DE INDEPENDENCIA",CENTRO,(612)1285015,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
83,23147,CREMERIA QUESSISIMO,"CALZADA AGUSTIN OLACHEA KM. 3.5, INT. CENTRAL DE ABASTO",PUESTA DEL SOL,,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
84,23125,PESCADERIA GRIS MAR,"GOMEZ FARIAS S/N, ESQ. MAYAS",PUESTA DEL SOL,(612)1589442,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
85,23020,CHEDRAUI SUCURSAL LA PAZ COLIMA,"MADERO S-N, ENTRE COLIMA Y ABASOLO",PUEBLO NUEVO,(612)1462270,,Baja California Sur,La Paz,23060.0,Profeco_030301_tiendas,data20220905
86,23064,TORTILLERIA ESPERANZA,"GOMEZ FARIAS 5030, ESQ. AZTECAS",PUESTA DEL SOL,(612)1461220,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
87,23060,TORTILLERIA Y MINISUPER LAS GARZAS,"BLVD. FRANCISCO J MUJICA 194, ENTRE MISIONEROS COMBONIA",INDECO,(612)1220674,,Baja California Sur,La Paz,23070.0,Profeco_030301_tiendas,data20220905
88,23042,FARMACIAS SIMILARES,"DE LOS DEPORTISTAS 78-B, FRENTE A HOSPITAL SALVATIERRA",8 DE OCTUBRE 1A. SECCION,,,Baja California Sur,La Paz,23085.0,Profeco_030301_tiendas,data20220905
89,23032,ELEKTRA SUCURSAL LA PAZ,"BLVD. FORJADORES DE SUDCALIFORNIA S/N, ESQ. DURANGO",ADOLFO RUIZ CORTINEZ,(612)1509803,,Baja California Sur,La Paz,23040.0,Profeco_030301_tiendas,data20220905
90,23149,FARMACIA GUADALAJARA,"AQUILES SERDAN 2395, ESQ. MARQUEZ DE LEON",CENTRO,(612)1232591,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
91,23122,OXXO SUCURSAL COLIMA,"COLIMA 295, ESQ. AQUILES SERDAN",JARDINES DE LA PAZ,,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
92,23144,PLASTICOS Y SEMILLAS CABRERA,"CALZADA AGUSTIN OLACHEA KM. 3.5, LOCAL 6, INT. CENTRAL",PUESTA DEL SOL,(612)1240900,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
93,23065,TORTILLERIA DOÑA ESTHELA,"TORONJA S/N, ENTRE PAPAYA Y MANDARINA",INDECO,(662)1220338,,Baja California Sur,La Paz,23070.0,Profeco_030301_tiendas,data20220905
94,23048,MERCADO FRANCISCO I. MADERO,"REVOLUCION S/N, ENTRE OCAMPO Y DEGOLLADO",CENTRO,(612)1220135,,Baja California Sur,La Paz,23000.0,Profeco_030301_tiendas,data20220905
95,23146,CREMERIA ZAPOPAN,"CALZADA AGUSTIN OLACHEA KM. 3.5, LOCAL 1, INT. CENTRAL",PUESTA DEL SOL,(612)1241088,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
96,23055,TORTILLERIA SANTA CRUZ,"GUILLERMO PRIETO 4445, ENTRE COLOSIO Y PERLA",INAPALA,(612)1221697,,Baja California Sur,La Paz,23098.0,Profeco_030301_tiendas,data20220905
97,23033,LIVERPOOL SUCURSAL LA PAZ,"AGUSTIN OLACHEA LT. 7 Y 8 S/N, PLAZA THE SHOPPES AT LA",FIDEPAZ,(612)1751000,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
98,23141,CENTRAL DE ABASTOS,"CALZADA AGUSTIN OLACHEA KM. 3.5, INT. CENTRAL DE ABASTO",PUESTA DEL SOL,,,Baja California Sur,La Paz,23090.0,Profeco_030301_tiendas,data20220905
99,23152,MINISUPER Y TORTILLERIA COLOSIO,"BOULEVARD COLOSIO SIN NUMERO, ENTRE IGNACIO RAMÍREZ E I",AGENCIA PUEBLO NUEVO,6122025209,,Baja California Sur,La Paz,23060.0,Profeco_030301_tiendas,data20220905
100,23123,FARMACIA EMERGENCIAS SUCURSAL SALVATIERRA,"DE LOS DEPORTISTAS S/N, ENTRE SIERRA DE LA VICTORIA Y B",8 DE OCTUBRE,(612)1212469,,Baja California Sur,La Paz,23080.0,Profeco_030301_tiendas,data20220905
101,23008,WALMART SUCURSAL COLA DE BALLENA,"AGUSTIN OLACHEA S/N, ENTRE CTRA. TRANSPENINSULAR Y LIBR",EL ZACATAL,(612)1242314,,Baja California Sur,La Paz,23088.0,Profeco_030301_tiendas,data20220905
102,24029,TORTILLERIA LA BENDICION SUCURSAL CAMPECHE,"VICTORIA 54, ESQ. COLOSIO",SAN JOSE,,,Campeche,Campeche,24040.0,Profeco_040401_tiendas,data20220905
103,24026,TORTILLERIA FLORES,"CALLE 2 S/N, ENTRE CALLE 11 Y CALLE 12",SAMULA,,,Campeche,Campeche,24090.0,Profeco_040401_tiendas,data20220905
104,24004,WALMART SUCURSAL CAMPECHE,"MARIA LAVALLE URBINA, ENTRE JOAQUIN CLAUSEL Y RICARDO C",AH KIN PEACH,(981)8117516,,Campeche,Campeche,24014.0,Profeco_040401_tiendas,data20220905
105,24089,CUIDADO CON EL PERRO,"CALLE 10. 297, ENTRE CALLE 53 Y 55 EN LA ESQUINA",CENTRO,(981)8117330,,Campeche,Campeche,24000.0,Profeco_040401_tiendas,data20220905
106,24034,TORTILLERIA LAS DELICIAS,"VERACRUZ 24, ENTRE DELICIAS Y LUIS DONALDO COLOSIO",SANTA ANA,,,Campeche,Campeche,24050.0,Profeco_040401_tiendas,data20220905
107,24036,TORTILLERIA PINZON,"RIVAPALACIOS. 51, ENTRE CALLE 16 Y CALLE 14",SAN FRANCISCO,,,Campeche,Campeche,24050.0,Profeco_040401_tiendas,data20220905
108,24102,MERCADO DE SAMULA,"CALLE 19 S/N, ESQ. CALLE 8",SAMULA,NO TIENE,,Campeche,Campeche,24090.0,Profeco_040401_tiendas,data20220905
109,24085,SORIANA EXPRESS SUCURSAL CAMPECHE,"AGUSTÍN MELGAR S/N, ESQ. LÓPEZ PORTILLO (INTERIOR PLAZA",BOSQUES DE CAMPECHE,(981)8112597,,Campeche,Campeche,24030.0,Profeco_040401_tiendas,data20220905
110,24101,MERCADO DE SAN FRANCISCO,"CALLE 10 NO. 72, ESQ. CALLE 39 A",BARRIO DE SAN FRANCISCO,NO TIENE,,Campeche,Campeche,24010.0,Profeco_040401_tiendas,data20220905
111,24041,COLCHONES Y MUEBLES DE CAMPECHE,"FRANCISCO I. MADERO 184, ENTRE CALLE 16 Y CALLE 14",SAN FRANCISCO,(981)8169195,,Campeche,Campeche,24010.0,Profeco_040401_tiendas,data20220905
112,24001,CHEDRAUI SUCURSAL CAMPECHE,"GOBERNADORES 418, ENTRE VENEZUELA Y ARGENTINA",SANTA ANA,(981)8165631,,Campeche,Campeche,24050.0,Profeco_040401_tiendas,data20220905
113,24023,TORTILLERIA BELEN,"QUERETARO 137, ESQ. NICARAGUA",SANTA ANA,,,Campeche,Campeche,24040.0,Profeco_040401_tiendas,data20220905
114,24039,LIVERPOOL SUCURSAL CAMPECHE,"PEDRO SAINZ DE BARANDA 139, ESQ. DARSENA",CENTRO,(981)8181300,,Campeche,Campeche,24400.0,Profeco_040401_tiendas,data20220905
115,24107,FARMACIAS GUADALAJARA SUCURSAL CASA DE JUSTICIA,"PATRICIO TRUEBA Y REGIL 312, ENTRE PRIVADA PATRICIO TRU",SAN RAFAEL,9818139878,,Campeche,Campeche,24090.0,Profeco_040401_tiendas,data20220905
116,24110,TORTILLERIA MELKEN,"CALLE 10 NÚMERO. 171-A, ENTRE CALLE 45 Y ROSALES",SAN FRANCISCO,,,Campeche,Campeche,24010.0,Profeco_040401_tiendas,data20220905
117,24025,TORTILLERIA LA LUPITA,"CALLE 7-A S/N, ENTRE CALLE 6 Y CALLE 4",SAMULA,,,Campeche,Campeche,24090.0,Profeco_040401_tiendas,data20220905
118,24035,TORTILLERIA MONTECRISTO,"MONTECRISTO 20, ESQ. CALLE 16",SANTA ANA,,,Campeche,Campeche,24040.0,Profeco_040401_tiendas,data20220905
119,24103,MERCADO EJIDAL,"QUERETARO S/N, ENTRE REPUBLICA DEL SALVADOR Y AVENIDA C",SANTA ANA,NO TEINE,,Campeche,Campeche,24050.0,Profeco_040401_tiendas,data20220905
